Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes,Flow Packets,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets,Bwd Packets,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Family
10.8.8.130-198.7.63.141-53205-53-17,10.8.8.130,53205,198.7.63.141,53,17,03/06/2015 05:05:37 PM,126317,1,1,37,225,37,37,37,0,225,225,225,0,2074.1467894266,15.8331815987,126317,0,126317,126317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9165907993,7.9165907993,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-52392-53-17,10.8.8.130,52392,198.7.63.141,53,17,03/06/2015 04:53:56 PM,123914,1,1,37,213,37,37,37,0,213,213,213,0,2017.5282857466,16.140226286,123914,0,123914,123914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.070113143,8.070113143,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-56644-53-17,10.8.8.130,56644,198.7.63.141,53,17,03/06/2015 05:05:18 PM,123270,1,1,33,218,33,33,33,0,218,218,218,0,2036.1807414618,16.2245477407,123270,0,123270,123270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.1122738704,8.1122738704,33,218,94.6666666667,106.8097998001,11408.3333333333,0,0,0,0,0,0,0,0,1,142,33,218,0,0,0,0,0,0,0,16,0,109,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-1507-53-17,10.8.8.130,1507,198.7.63.141,53,17,03/06/2015 05:04:06 PM,123810,1,1,37,225,37,37,37,0,225,225,225,0,2116.1457071319,16.1537840239,123810,0,123810,123810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.076892012,8.076892012,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-38919-53-17,10.8.8.130,38919,198.7.63.141,53,17,03/06/2015 05:06:55 PM,124750,1,1,37,213,37,37,37,0,213,213,213,0,2004.0080160321,16.0320641283,124750,0,124750,124750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0160320641,8.0160320641,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
216.58.210.2-10.8.8.130-443-58124-6,216.58.210.2,443,10.8.8.130,58124,6,03/06/2015 04:52:15 PM,123996,2,1,0,0,0,0,0,0,0,0,0,0,0,24.1943288493,61998,87643.0571009478,123971,25,123996,123996,0,123996,123996,0,0,0,0,0,0,0,0,0,52,32,16.1295525662,8.0647762831,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,335,0,20,0,0,0,0,1433361136096025,0,1433361136096025,1433361136096025,VPN,Chat
10.8.8.130-198.7.63.141-35859-53-17,10.8.8.130,35859,198.7.63.141,53,17,03/06/2015 05:03:23 PM,129571,1,1,37,213,37,37,37,0,213,213,213,0,1929.4440885692,15.4355527086,129571,0,129571,129571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.7177763543,7.7177763543,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-44404-53-17,10.8.8.130,44404,198.7.63.141,53,17,03/06/2015 05:05:49 PM,124476,1,1,37,213,37,37,37,0,213,213,213,0,2008.4192936791,16.0673543494,124476,0,124476,124476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0336771747,8.0336771747,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-55545-53-17,10.8.8.130,55545,198.7.63.141,53,17,03/06/2015 04:57:26 PM,125487,1,1,37,225,37,37,37,0,225,225,225,0,2087.8656753289,15.9379059185,125487,0,125487,125487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9689529593,7.9689529593,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-15419-53-17,10.8.8.130,15419,198.7.63.141,53,17,03/06/2015 04:59:28 PM,130368,1,1,37,213,37,37,37,0,213,213,213,0,1917.6485027001,15.3411880216,130368,0,130368,130368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.6705940108,7.6705940108,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-37007-53-17,10.8.8.130,37007,198.7.63.141,53,17,03/06/2015 05:01:59 PM,128337,1,1,37,225,37,37,37,0,225,225,225,0,2041.5001129838,15.5839703281,128337,0,128337,128337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.7919851641,7.7919851641,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-19939-53-17,10.8.8.130,19939,198.7.63.141,53,17,03/06/2015 05:05:37 PM,126294,1,1,45,209,45,45,45,0,209,209,209,0,2011.1802619285,15.8360650546,126294,0,126294,126294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9180325273,7.9180325273,45,209,99.6666666667,94.6854441471,8965.3333333333,0,0,0,0,0,0,0,0,1,149.5,45,209,0,0,0,0,0,0,0,22,0,104,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-47885-53-17,10.8.8.130,47885,198.7.63.141,53,17,03/06/2015 04:57:28 PM,123217,1,1,37,213,37,37,37,0,213,213,213,0,2028.9408117386,16.2315264939,123217,0,123217,123217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.115763247,8.115763247,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-24003-53-17,10.8.8.130,24003,198.7.63.141,53,17,03/06/2015 05:04:23 PM,125199,1,1,37,213,37,37,37,0,213,213,213,0,1996.8210608711,15.974568487,125199,0,125199,125199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9872842435,7.9872842435,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-27717-53-17,10.8.8.130,27717,198.7.63.141,53,17,03/06/2015 04:57:43 PM,132535,1,1,37,225,37,37,37,0,225,225,225,0,1976.8363073905,15.0903534915,132535,0,132535,132535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.5451767458,7.5451767458,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-35094-53-17,10.8.8.130,35094,198.7.63.141,53,17,03/06/2015 05:02:29 PM,127003,1,1,45,209,45,45,45,0,209,209,209,0,1999.9527570215,15.7476595041,127003,0,127003,127003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.8738297521,7.8738297521,45,209,99.6666666667,94.6854441471,8965.3333333333,0,0,0,0,0,0,0,0,1,149.5,45,209,0,0,0,0,0,0,0,22,0,104,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-18920-53-17,10.8.8.130,18920,198.7.63.141,53,17,03/06/2015 05:04:01 PM,127359,1,1,45,209,45,45,45,0,209,209,209,0,1994.3623929208,15.7036408891,127359,0,127359,127359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.8518204446,7.8518204446,45,209,99.6666666667,94.6854441471,8965.3333333333,0,0,0,0,0,0,0,0,1,149.5,45,209,0,0,0,0,0,0,0,22,0,104,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-64075-53-17,10.8.8.130,64075,198.7.63.141,53,17,03/06/2015 05:01:17 PM,123943,1,1,37,213,37,37,37,0,213,213,213,0,2017.0562274594,16.1364498197,123943,0,123943,123943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0682249098,8.0682249098,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-78.46.223.24-28298-53-17,10.8.8.130,28298,78.46.223.24,53,17,03/06/2015 04:59:38 PM,130491,1,1,37,213,37,37,37,0,213,213,213,0,1915.8409392219,15.3267275138,130491,0,130491,130491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.6633637569,7.6633637569,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-53257-53-17,10.8.8.130,53257,198.7.63.141,53,17,03/06/2015 05:03:35 PM,123204,1,1,45,209,45,45,45,0,209,209,209,0,2061.6213759294,16.2332391805,123204,0,123204,123204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.1166195903,8.1166195903,45,209,99.6666666667,94.6854441471,8965.3333333333,0,0,0,0,0,0,0,0,1,149.5,45,209,0,0,0,0,0,0,0,22,0,104,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-1236-53-17,10.8.8.130,1236,198.7.63.141,53,17,03/06/2015 05:06:18 PM,142097,1,1,33,206,33,33,33,0,206,206,206,0,1681.9496541095,14.074892503,142097,0,142097,142097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.0374462515,7.0374462515,33,206,90.6666666667,99.8815965698,9976.3333333333,0,0,0,0,0,0,0,0,1,136,33,206,0,0,0,0,0,0,0,16,0,103,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-26017-53-17,10.8.8.130,26017,198.7.63.141,53,17,03/06/2015 05:06:48 PM,124221,1,1,37,225,37,37,37,0,225,225,225,0,2109.1441865707,16.1003373021,124221,0,124221,124221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.050168651,8.050168651,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-20568-53-17,10.8.8.130,20568,198.7.63.141,53,17,03/06/2015 04:54:43 PM,125578,1,1,37,225,37,37,37,0,225,225,225,0,2086.3527050917,15.9263565274,125578,0,125578,125578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9631782637,7.9631782637,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-35588-53-17,10.8.8.130,35588,198.7.63.141,53,17,03/06/2015 04:59:33 PM,126332,1,1,37,225,37,37,37,0,225,225,225,0,2073.9005161004,15.8313016496,126332,0,126332,126332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9156508248,7.9156508248,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-10074-53-17,10.8.8.130,10074,198.7.63.141,53,17,03/06/2015 05:04:09 PM,125876,1,1,37,225,37,37,37,0,225,225,225,0,2081.4134545108,15.8886523245,125876,0,125876,125876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9443261623,7.9443261623,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-51289-53-17,10.8.8.130,51289,198.7.63.141,53,17,03/06/2015 05:04:24 PM,125001,1,1,33,192,33,33,33,0,192,192,192,0,1799.9856001152,15.999872001,125001,0,125001,125001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9999360005,7.9999360005,33,192,86,91.7986928012,8427,0,0,0,0,0,0,0,0,1,129,33,192,0,0,0,0,0,0,0,16,0,96,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-27219-53-17,10.8.8.130,27219,198.7.63.141,53,17,03/06/2015 05:06:37 PM,129443,1,1,37,225,37,37,37,0,225,225,225,0,2024.0569208069,15.4508161894,129443,0,129443,129443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.7254080947,7.7254080947,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-31389-53-17,10.8.8.130,31389,198.7.63.141,53,17,03/06/2015 05:00:15 PM,123568,1,1,37,225,37,37,37,0,225,225,225,0,2120.2900427295,16.1854201735,123568,0,123568,123568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0927100868,8.0927100868,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-12533-53-17,10.8.8.130,12533,198.7.63.141,53,17,03/06/2015 05:04:43 PM,127009,1,1,37,213,37,37,37,0,213,213,213,0,1968.364446614,15.7469155729,127009,0,127009,127009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.8734577865,7.8734577865,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-38102-53-17,10.8.8.130,38102,198.7.63.141,53,17,03/06/2015 05:03:31 PM,122989,1,1,37,225,37,37,37,0,225,225,225,0,2130.2718129264,16.2616168926,122989,0,122989,122989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.1308084463,8.1308084463,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-12811-53-17,10.8.8.130,12811,198.7.63.141,53,17,03/06/2015 05:04:14 PM,125996,1,1,37,225,37,37,37,0,225,225,225,0,2079.4310930506,15.8735197943,125996,0,125996,125996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9367598971,7.9367598971,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-23679-53-17,10.8.8.130,23679,198.7.63.141,53,17,03/06/2015 05:06:37 PM,124191,1,1,37,213,37,37,37,0,213,213,213,0,2013.0283192824,16.1042265543,124191,0,124191,124191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0521132771,8.0521132771,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-25480-53-17,10.8.8.130,25480,198.7.63.141,53,17,03/06/2015 05:05:49 PM,124255,1,1,37,225,37,37,37,0,225,225,225,0,2108.5670596757,16.0959317532,124255,0,124255,124255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0479658766,8.0479658766,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-47731-53-17,10.8.8.130,47731,198.7.63.141,53,17,03/06/2015 04:55:22 PM,125251,1,1,37,213,37,37,37,0,213,213,213,0,1995.9920479677,15.9679363837,125251,0,125251,125251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9839681919,7.9839681919,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-57016-53-17,10.8.8.130,57016,198.7.63.141,53,17,03/06/2015 04:55:02 PM,135602,1,1,37,213,37,37,37,0,213,213,213,0,1843.630624917,14.7490449993,135602,0,135602,135602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.3745224997,7.3745224997,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-50371-53-17,10.8.8.130,50371,198.7.63.141,53,17,03/06/2015 05:01:49 PM,123216,1,1,39,218,39,39,39,0,218,218,218,0,2085.7680820673,16.2316582262,123216,0,123216,123216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.1158291131,8.1158291131,39,218,98.6666666667,103.3456981849,10680.3333333333,0,0,0,0,0,0,0,0,1,148,39,218,0,0,0,0,0,0,0,19,0,109,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-39184-53-17,10.8.8.130,39184,198.7.63.141,53,17,03/06/2015 04:57:17 PM,124548,1,1,33,206,33,33,33,0,206,206,206,0,1918.9388830009,16.0580659665,124548,0,124548,124548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0290329833,8.0290329833,33,206,90.6666666667,99.8815965698,9976.3333333333,0,0,0,0,0,0,0,0,1,136,33,206,0,0,0,0,0,0,0,16,0,103,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-9361-53-17,10.8.8.130,9361,198.7.63.141,53,17,03/06/2015 05:06:56 PM,128448,1,1,45,197,45,45,45,0,197,197,197,0,1884.0308918784,15.5705032387,128448,0,128448,128448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.7852516193,7.7852516193,45,197,95.6666666667,87.7572409168,7701.3333333333,0,0,0,0,0,0,0,0,1,143.5,45,197,0,0,0,0,0,0,0,22,0,98,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-45538-53-17,10.8.8.130,45538,198.7.63.141,53,17,03/06/2015 05:00:26 PM,121989,1,1,37,213,37,37,37,0,213,213,213,0,2049.36510669,16.3949208535,121989,0,121989,121989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.1974604268,8.1974604268,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-50038-53-17,10.8.8.130,50038,198.7.63.141,53,17,03/06/2015 05:04:59 PM,139032,1,1,45,197,45,45,45,0,197,197,197,0,1740.606479084,14.3851775131,139032,0,139032,139032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.1925887565,7.1925887565,45,197,95.6666666667,87.7572409168,7701.3333333333,0,0,0,0,0,0,0,0,1,143.5,45,197,0,0,0,0,0,0,0,22,0,98,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-3139-53-17,10.8.8.130,3139,198.7.63.141,53,17,03/06/2015 04:55:24 PM,125630,1,1,45,209,45,45,45,0,209,209,209,0,2021.8100772109,15.9197643875,125630,0,125630,125630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9598821937,7.9598821937,45,209,99.6666666667,94.6854441471,8965.3333333333,0,0,0,0,0,0,0,0,1,149.5,45,209,0,0,0,0,0,0,0,22,0,104,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-62769-53-17,10.8.8.130,62769,198.7.63.141,53,17,03/06/2015 04:53:40 PM,127738,1,1,37,225,37,37,37,0,225,225,225,0,2051.0732906418,15.6570480202,127738,0,127738,127738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.8285240101,7.8285240101,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-20580-53-17,10.8.8.130,20580,198.7.63.141,53,17,03/06/2015 05:01:14 PM,123771,1,1,37,213,37,37,37,0,213,213,213,0,2019.859256207,16.1588740497,123771,0,123771,123771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0794370248,8.0794370248,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-11495-53-17,10.8.8.130,11495,198.7.63.141,53,17,03/06/2015 05:06:50 PM,131203,1,1,37,213,37,37,37,0,213,213,213,0,1905.444235269,15.2435538822,131203,0,131203,131203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.6217769411,7.6217769411,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-45648-53-17,10.8.8.130,45648,198.7.63.141,53,17,03/06/2015 04:55:25 PM,123039,1,1,37,213,37,37,37,0,213,213,213,0,2031.8760718146,16.2550085745,123039,0,123039,123039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.1275042873,8.1275042873,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-47394-53-17,10.8.8.130,47394,198.7.63.141,53,17,03/06/2015 05:04:35 PM,124978,1,1,37,213,37,37,37,0,213,213,213,0,2000.3520619629,16.0028164957,124978,0,124978,124978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.0014082479,8.0014082479,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-35264-53-17,10.8.8.130,35264,198.7.63.141,53,17,03/06/2015 05:07:15 PM,122864,1,1,37,213,37,37,37,0,213,213,213,0,2034.7701523636,16.2781612189,122864,0,122864,122864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8.1390806095,8.1390806095,37,213,95.6666666667,101.6136473774,10325.3333333333,0,0,0,0,0,0,0,0,1,143.5,37,213,0,0,0,0,0,0,0,18,0,106,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-25147-53-17,10.8.8.130,25147,198.7.63.141,53,17,03/06/2015 05:07:07 PM,126397,1,1,45,197,45,45,45,0,197,197,197,0,1914.6024035381,15.8231603598,126397,0,126397,126397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9115801799,7.9115801799,45,197,95.6666666667,87.7572409168,7701.3333333333,0,0,0,0,0,0,0,0,1,143.5,45,197,0,0,0,0,0,0,0,22,0,98,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
10.8.8.130-198.7.63.141-53088-53-17,10.8.8.130,53088,198.7.63.141,53,17,03/06/2015 04:53:45 PM,126140,1,1,37,225,37,37,37,0,225,225,225,0,2077.0572379895,15.8553987633,126140,0,126140,126140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7.9276993816,7.9276993816,37,225,99.6666666667,108.5418506077,11781.3333333333,0,0,0,0,0,0,0,0,1,149.5,37,225,0,0,0,0,0,0,0,18,0,112,0,0,0,8,0,0,0,0,0,0,0,0,VPN,Chat
